,Gene A,Gene B,Correlation
14559,EP400,EP300,0.9138967980286674
1845,ERCC3,ARID4B,0.9138631105375856
1952,ERCC3,NELFCD,0.9138097869712678
10587,CREBBP,MED23,0.9137588167165043
7446,SMARCE1,MED7,0.9137567519688231
13471,CDK12,CDK13,0.9137286656316422
475,SMARCB1,INTS2,0.9136701090833399
440,SMARCB1,EP400,0.9135818810823804
23183,MED6,AFF4,0.9135672451410008
25899,AFF4,EP300,0.9133084130558817
2854,NCOA6,SUPT5H,0.913291500419146
28425,MED15,ARID1A,0.9132768715007638
5806,SGF29,SETD1B,0.9130409405201418
4216,SSRP1,INTS5,0.9130342054876589
2765,NCOA6,BAF60A,0.912924546198023
8904,CCNT2,POLR2H,0.9129149661154076
13122,CHD1,EPC1,0.9126951824585856
10584,CREBBP,KAT6A,0.9126734240570462
12928,TAF5L,MED13,0.9126337902519861
2414,SF3B3,CDK12,0.9126081990843934
8777,INTS12,MLLT10,0.9125699271616625
30773,GTF2F1,SMARCC2,0.9124492673460562
5499,DOT1L,KMT2D,0.9124431718181584
3278,KAT5,MED17,0.9124354349303163
424,SMARCB1,SMARCAD1,0.9123285353936001
6968,MED17,MED6,0.9123196706659531
13468,CDK12,MED13,0.9123155303558256
20829,INTS2,BRD9,0.912301870979527
6518,MED12,MED17,0.912267936905648
8036,SUPT20H,CCNT1,0.912240713163026
26622,MED23,EPC1,0.9122388007532445
929,INTS1,POLR2C,0.9122217432825135
4178,SSRP1,MED17,0.9122099786118917
1829,ERCC3,POLR2C,0.9121950722724035
512,SMARCB1,NELFCD,0.9121679640616615
1231,INTS10,CDK13,0.9121085021326835
25540,SUPT7L,CDK9,0.9120464382079533
2667,SUPT6H,MED23,0.9119889287468829
3623,WDR5,SSRP1,0.911928624760586
23188,MED6,MED13,0.9118633973406958
25351,CXXC1,CDK13,0.9118244061163725
7082,INTS8,SETD1A,0.9117951847624832
7143,INTS8,MED26,0.9117784490919183
21013,CCNT1,KMT2B,0.9117647755272335
9453,BAF180,BCL7C,0.9117247511732657
24287,MED21,MED4,0.9113592561785147
24443,MED14,AFF4,0.9113175053581165
8874,CCNT2,BPTF,0.9113169736491238
5373,POLR2C,SUPT16H,0.9113072793428455
1896,ERCC3,MED28,0.9112855905590894
4287,SSRP1,MED23,0.9112613613992022
21375,POLR2B,MED14,0.9111518834401449
1820,ERCC3,WDR5,0.9111469361175992
11300,SETD1A,CXXC1,0.9111239968842508
2543,SUPT6H,SSRP1,0.9110981014600857
20853,INTS2,SUPT16H,0.9110698323728329
513,SMARCB1,SUPT16H,0.9110455079838289
7455,SMARCE1,ENY2,0.9110364423132248
18294,BAF250B,TRRAP,0.9109472565042551
11853,BAF60A,SUPT16H,0.9109210656235991
11289,SETD1A,BRD9,0.9108880778499026
27707,SUPT16H,MED4,0.9108875973426734
10558,CREBBP,POLR2B,0.9108611330300038
5109,WDR61,SUPT3H,0.9108493528369086
2870,NCOA6,GTF2F1,0.9106116146446603
9816,BPTF,MED28,0.910518748634267
5334,POLR2C,TRRAP,0.9104566040373525
13058,CHD1,NCOA3,0.910289159934695
14496,EP400,MED28,0.9102364566188519
1760,NELFA,CXXC1,0.9102116389722889
23386,BRD9,ASH2L,0.9102075265874475
11649,SMARCAD1,BRD9,0.9101812814054053
7967,SUPT20H,MED22,0.9101569269710322
3495,GTF2H1,ENY2,0.9101398439606004
5300,POLR2C,EP400,0.9101125506305021
12767,HUWE1,MED4,0.9100713646734301
26791,MED13,CDK13,0.9100300606002378
26075,KAT6A,INTS4,0.9100134667901341
2465,SF3B3,ARID2,0.9099762781971716
2443,SF3B3,MED20,0.9099601132826197
9461,BAF180,BAF250B,0.9098230438870697
12208,TRIM28,MED13,0.9097494619859453
2488,SF3B3,MED13,0.9097387451431586
8253,ARID4B,SUPT16H,0.9097216630280561
21393,POLR2B,SUPT16H,0.9096953356513228
4236,SSRP1,MED28,0.909622835194983
24091,KMT2B,CDK13,0.9096001476240037
10536,CREBBP,MED28,0.9095806154145969
14528,EP400,MED6,0.9095756219281245
18164,KMT2A,ARID4A,0.9095733718659336
13845,INTS5,ARID1A,0.9093648271253071
4283,SSRP1,AFF4,0.9093392354047026
2621,SUPT6H,BAF250B,0.9092970610656658
23379,BRD9,EP300,0.9092956394671933
8783,INTS12,AFF4,0.9092823566095234
26805,MED13,ARID1A,0.9092059251659647
8920,CCNT2,KMT2A,0.909081833552814
2762,NCOA6,SETD1A,0.9090716350084227
15269,POLR2H,GTF2E2,0.9090340666191202
8949,CCNT2,BRD9,0.90900642380738
7302,NELFE,SMARCA5,0.9089146407967513
21387,POLR2B,MED23,0.9088812301124047
15813,KAT6B,SUPT16H,0.9088589686101387
3903,ATXN7,MED26,0.9088511086589369
22635,ARID2,MED14,0.908730901599014
5374,POLR2C,SUPT5H,0.9086962277808707
1059,INTS1,EP300,0.9086347536235511
15285,POLR2H,ARID1A,0.9085371578833201
8775,INTS12,MED14,0.9085289919519338
2416,SF3B3,INTS5,0.9085159972251338
9867,BPTF,MED23,0.9084736361233398
12714,HUWE1,TRRAP,0.9084054524613178
3083,CTR9,SSRP1,0.9083738020452896
12197,TRIM28,MLLT10,0.9083203794152808
21405,POLR2B,ARID1A,0.9082841874416309
21377,POLR2B,MLLT10,0.9082628307415928
21924,ELL,KAT6A,0.9081609169772764
18527,SMARCA5,MED4,0.9079615744523838
1682,NELFA,SETD1A,0.9078858016873036
3751,WDR5,CDK13,0.9078805394608795
4269,SSRP1,BRD9,0.907856988616114
16348,CCNK,MED13,0.9077762340356461
3484,GTF2H1,SMARCAD1,0.9077656301994702
2566,SUPT6H,SETD1B,0.9077000792840689
20841,INTS2,SUPT7L,0.9076196313046535
10563,CREBBP,MED26,0.907581931174479
2178,PAF1,KAT5,0.9074296138568994
17934,KMT2D,TRRAP,0.9074147102186542
11671,SMARCAD1,CDK13,0.907399337471085
12195,TRIM28,MED14,0.9073822404300387
11295,SETD1A,MED14,0.9073815428421019
17216,MED1,CCNT1,0.9073729775757717
7506,SMARCE1,BAF53A,0.9073547723106697
8884,CCNT2,SMARCAD1,0.907323422045167
6973,MED17,KMT2B,0.9072958856071688
26082,KAT6A,EPC1,0.9072495983117852
4243,SSRP1,MED20,0.9072464503627827
12161,TRIM28,BAF250B,0.9071734595566522
2233,PAF1,BAF45D,0.9071252764316627
5379,POLR2C,EP300,0.9070628470591405
19425,MED13L,ARID1A,0.9070626249216408
8984,CCNT2,ARID4A,0.9070404527078656
18114,KMT2A,TRRAP,0.9070333078725633
23387,BRD9,MED4,0.9069422772085907
5142,WDR61,SMARCA5,0.9068650395669959
23374,BRD9,SUPT5H,0.9068485654227451
528,SMARCB1,RBBP5,0.9067401530215934
8201,ARID4B,BAF250B,0.9067362857653579
18101,KMT2A,BAF250B,0.906726157532057
1658,NELFA,MED17,0.9066921128249629
11313,SETD1A,SUPT16H,0.9066695692753053
10166,CDC73,MED30,0.9065891223316429
8180,ARID4B,EP400,0.9065076301702114
2469,SF3B3,BRD9,0.90646778247339
10961,RUVBL2,CDK7,0.9064157011588231
8921,CCNT2,BAF250B,0.9064150363821712
9785,BPTF,BAF60A,0.9064097222798446
8982,CCNT2,EPC1,0.9063776111145696
8985,CCNT2,ARID1A,0.9063374931139251
11814,BAF60A,TRRAP,0.9063197510618143
7965,SUPT20H,ARID4B,0.9063147928492424
17927,KMT2D,MED13L,0.9062588588893148
1164,INTS10,POLR2H,0.9062457413699557
21388,POLR2B,MED13,0.9060600109071163
19588,ELOA,MED13,0.9060429580734061
7007,MED17,MED4,0.9059409106051366
2541,SUPT6H,ATXN7,0.9057899239499358
10228,CDC73,MED13,0.905773628116512
1071,INTS1,MAZ,0.9057134495866117
22857,BAF53A,SF3B5,0.9056562989903754
413,SMARCB1,SMARCA4,0.9056202016697694
5540,DOT1L,CXXC1,0.9055633887615762
10870,RUVBL2,HUWE1,0.9055218094345955
27347,CDK13,MED4,0.9055039505411409
3134,CTR9,CDK12,0.9054485963502851
4628,MED8,MED6,0.9053688436810464
16722,KAT8,EPC1,0.9053573463571442
3341,KAT5,BAF250B,0.9052902937045777
2288,PAF1,MED6,0.9052720708030674
11316,SETD1A,MED24,0.9051491639888568
12675,HUWE1,ENY2,0.9051444451731976
9065,INO80B,BAF60A,0.905028437143217
914,INTS1,SUPT6H,0.9050093319682148
9422,BAF180,SETD1A,0.9049971984187695
1865,ERCC3,BAF60A,0.9049307277178238
8255,ARID4B,INTS4,0.9048714385170157
5192,WDR61,NELFCD,0.9048687798894424
7505,SMARCE1,ARID2,0.9047334621857683
13467,CDK12,MED23,0.9046655388318294
16879,BCL7C,GTF2A2,0.9046177091452602
13788,INTS5,ELOA,0.9045712303309933
7004,MED17,ARID4A,0.9043246812436682
5316,POLR2C,MED28,0.9043037800845405
15257,POLR2H,MLLT10,0.904259183406405
14543,EP400,AFF4,0.9041655957178416
3176,CTR9,CCNT1,0.9040708490887496
11855,BAF60A,INTS4,0.9040615305205945
19589,ELOA,GTF2E2,0.9040438571463572
13779,INTS5,KMT2D,0.9040328467165394
7096,INTS8,INTS5,0.9039588174309094
8546,MED22,MED30,0.9039475301640539
9458,BAF180,NCOA3,0.9038187548700102
1721,NELFA,BAF250B,0.9038182144017736
22099,MED27,GTF2A2,0.9037427416215147
3490,GTF2H1,HUWE1,0.9037032588481125
22127,MED27,MED4,0.9036411954223422
10556,CREBBP,CCNT1,0.903620497704532
8533,MED22,BAF45D,0.9034980421614276
21027,CCNT1,MED23,0.9034755462307229
8273,ARID4B,SMARCC2,0.9034509950468059
10514,CREBBP,CDK12,0.9033937372161281
7293,NELFE,BCL7C,0.9033581526126846
25365,CXXC1,ARID1A,0.9033427432295327
3662,WDR5,SETD1A,0.9032314438143407
7110,INTS8,CCNK,0.9032051695547935
1684,NELFA,SMARCAD1,0.9031808557477936
16877,BCL7C,MLLT10,0.9031753182365077
17379,MED28,KMT2D,0.9031467114651351
9515,BAF180,INTS4,0.9031366572171319
5007,SMARCD2,MED23,0.9031364195440094
4305,SSRP1,ARID1A,0.9031170876693412
5321,POLR2C,BAF250B,0.9030844207334593
24115,KMT2B,MED16,0.9029563886301789
15644,MED30,ARID4A,0.9028681916343729
2475,SF3B3,MED14,0.9028550521498792
9872,BPTF,NELFCD,0.9028272482192162
2189,PAF1,POLR2C,0.9027266626074626
2634,SUPT6H,TRRAP,0.9026929167787066
3269,KAT5,POLR2C,0.9026341937454908
5990,DMAP1,INO80B,0.9025794801633921
2483,SF3B3,AFF4,0.9025470025091588
3878,ATXN7,NCOA3,0.9025353002316466
2648,SUPT6H,MED6,0.9025312339516883
8150,ARID4B,INO80B,0.9024830096434001
20663,TRRAP,AFF4,0.9024823445646942
13050,CHD1,CCNK,0.902419402685764
20685,TRRAP,ARID1A,0.9024028425063353
3486,GTF2H1,MED7,0.9023804518182675
1960,ERCC3,CDK9,0.9023156806266024
1029,INTS1,BRD9,0.9022333681473123
9436,BAF180,INTS5,0.9021016245375069
9432,BAF180,CHD1,0.9020770337360204
30058,ASH2L,NELFB,0.9020672958279844
23385,BRD9,ARID1A,0.9020336744082709
17244,MED1,KAT6A,0.9020203090178884
5533,DOT1L,KMT2B,0.9020035287711939
19397,MED13L,MLLT10,0.9020016873855059
13783,INTS5,MED20,0.9019959029046422
8979,CCNT2,EP300,0.9019850540729493
4179,SSRP1,INTS8,0.9019602167204831
11859,BAF60A,EP300,0.901939277107619
25893,AFF4,SUPT16H,0.9018963752602287
10588,CREBBP,MED13,0.9017663770460668
5922,SGF29,EPC1,0.9017285612737604
3347,KAT5,MED13L,0.9016687984173638
23175,MED6,MED14,0.9016264391357474
12010,MED7,GTF2E1,0.901612072594248
681,KAT2A,SUPT7L,0.9015997212383121
10575,CREBBP,MED14,0.9014528839924794
11303,SETD1A,AFF4,0.9014289429913743
2862,NCOA6,EPC1,0.9014146350319019
3285,KAT5,ARID4B,0.9013717028824161
2917,MED31,MED19,0.9012895955968377
5181,WDR61,SUPT7L,0.9012877134663293
27713,SUPT16H,SMARCC2,0.9012680606266781
12728,HUWE1,MED6,0.9012285002373386
19407,MED13L,MED23,0.9012184726170668
3832,ATXN7,BAF180,0.901175743631226
14696,INTS9,CCNT1,0.9011494094092115
13637,ENY2,MLLT10,0.9011207756785435
12729,HUWE1,BRD9,0.9010575275017385
9444,BAF180,POLR2H,0.9010506060778395
13067,CHD1,MED13L,0.9010105047048302
18336,BAF250B,MED24,0.9009567479780407
2448,SF3B3,ELOA,0.9009510974610688
9790,BPTF,HUWE1,0.9009263339238084
5832,SGF29,CHD1,0.9009143191541921
18151,KMT2A,CDK13,0.9008271891825583
11840,BAF60A,CXXC1,0.9008052321887969
1001,INTS1,BAF250B,0.9007496340152477
6924,MED17,POLR2H,0.9007247206136928
19404,MED13L,KAT6A,0.9007240024282606
12163,TRIM28,MED20,0.9007124129125421
7266,NELFE,MED7,0.9007070198009112
15760,KAT6B,KMT2A,0.90067163818687
20638,TRRAP,POLR2B,0.900623284076303
3472,GTF2H1,BAF180,0.9005167946019008
5355,POLR2C,MED14,0.9004932573297527
2299,PAF1,GTF2A2,0.900413783734048
12735,HUWE1,MED14,0.9004047736852213
2420,SF3B3,EP400,0.9003609278308888
4959,SMARCD2,KMT2D,0.9003555749265967
3824,ATXN7,SUPT20H,0.900217762383974
18170,KMT2A,GTF2F1,0.9002078669481645
7256,NELFE,CDC73,0.9001864556044614
2787,NCOA6,KAT6B,0.900169766779113
18499,SMARCA5,GTF2A2,0.9001116965346134
17447,MED28,MED4,0.9001061422655213
17960,KMT2D,CXXC1,0.9000792397927969
9710,SMARCA4,GTF2F1,0.9000078364857053
18677,MED20,MLLT10,0.899963745147292
21023,CCNT1,AFF4,0.8999280991828101
9509,BAF180,GTF2E2,0.8998439257614604
1051,INTS1,CDK13,0.8998339933040662
14567,EP400,MED4,0.8998145991733072
1047,INTS1,MED23,0.8998130855533472
28419,MED15,EP300,0.8998095547664678
5207,WDR61,MED4,0.899795279821688
4731,BRM,GTF2A1,0.8997925431519053
5371,POLR2C,CDK13,0.8997534661527039
11267,SETD1A,MED13L,0.8997433734135994
17424,MED28,KAT6A,0.8996313178560575
23372,BRD9,NELFCD,0.899630209050787
6538,MED12,CREBBP,0.8996301684627173
3521,GTF2H1,BAF250B,0.8996148166362332
17428,MED28,MED13,0.8995993500646117
18308,BAF250B,MED6,0.8995542337990474
2174,PAF1,SUPT6H,0.8995397792773266
6547,MED12,TRIM28,0.8995204370846152
6983,MED17,AFF4,0.8994940465555652
8417,SETD1B,MLLT10,0.8994704456975401
13236,BAF45D,MED28,0.8994566338177572
21229,DPY30,POLR2K,0.8994167489064526
13587,ENY2,KAT6B,0.8994088403156242
1887,ERCC3,KAT6B,0.8994076258311788
2719,NCOA6,GTF2H1,0.8993334828812949
10597,CREBBP,MED15,0.899306684965792
8706,INTS12,MED7,0.8991811087816254
4265,SSRP1,ARID2,0.8991562139482596
1761,NELFA,SUPT7L,0.8991450450559098
13108,CHD1,MED13,0.899125671716017
5349,POLR2C,BRD9,0.8990666354919864
6912,MED17,CHD1,0.8990463695530471
9807,BPTF,KAT6B,0.8990194617597624
18656,MED20,CCNT1,0.8989413228689054
980,INTS1,EP400,0.8989195903620157
3534,GTF2H1,TRRAP,0.8989000492037043
8617,MED22,MED15,0.8987559574429133
1785,NELFA,ARID1A,0.8986836769783927
6935,MED17,MED1,0.8986170309792447
2204,PAF1,SUPT20H,0.8986143015912413
3670,WDR5,HUWE1,0.8985977593971806
18147,KMT2A,MED23,0.8985933114738586
2327,PAF1,MED4,0.8984830216967171
5547,DOT1L,MED23,0.8984556493913685
1056,INTS1,MED24,0.8984470488948716
2663,SUPT6H,AFF4,0.8984409822465579
6100,DMAP1,CDK9,0.8984058437135269
2289,PAF1,BRD9,0.898351499772202
25532,SUPT7L,NELFCD,0.8983202199782241
1790,NELFA,GTF2F1,0.8983065363180385
11796,BAF60A,MED28,0.8982659765260256
3752,WDR5,NELFCD,0.8982492506201902
25531,SUPT7L,CDK13,0.898242503244034
8265,ARID4B,ARID1A,0.8982371071030653
18490,SMARCA5,GTF2E1,0.8982357020053027
8254,ARID4B,SUPT5H,0.8981959391144341
4904,SMARCD2,SUPT20H,0.898166796077976
13290,BAF45D,VPS72,0.8981557926843928
11590,SMARCAD1,HUWE1,0.8981536081461786
7523,SMARCE1,AFF4,0.8981129628735883
7339,NELFE,GTF2A2,0.8980922297196082
31318,SMARCC2,NELFB,0.8980504921197151
12168,TRIM28,ELOA,0.8980378240053375
2379,SF3B3,INTS8,0.8979651943034097
9173,INO80B,SMARCC2,0.8979587534313827
23376,BRD9,MED24,0.8979251452986097
2463,SF3B3,MED26,0.8978644953406684
8973,CCNT2,SUPT16H,0.89783001151407
3753,WDR5,SUPT16H,0.8977778193024836
14537,EP400,MLLT10,0.8977761958597292
3405,KAT5,ARID1A,0.8976341412918085
3870,ATXN7,CCNK,0.8975812801381591
3397,KAT5,MED15,0.8974467763392483
20676,TRRAP,MED24,0.8974436004952033
17415,MED28,MED14,0.8974433592861605
17387,MED28,MED13L,0.8974413037785722
12718,HUWE1,POLR2B,0.8974279990413432
24813,MLLT10,SUPT16H,0.897399785642138
22291,MED26,CDK13,0.897395608876668
28062,INTS4,EPC1,0.8973635992095135
17968,KMT2D,MED13,0.8973599405457972
12019,MED7,GTF2A2,0.8973299075993147
15256,POLR2H,SS18,0.8971417081912136
17772,NCOA3,AFF1,0.8971344565075
12213,TRIM28,SUPT16H,0.8970453900088692
11106,SMARCC1,BAF53A,0.8970428580271842
2441,SF3B3,BAF250B,0.8969253235543396
2866,NCOA6,ASH2L,0.8969172188145785
514,SMARCB1,SUPT5H,0.8968802080502744
23199,MED6,EP300,0.8968585483895445
8768,INTS12,MED6,0.8967996784896539
3756,WDR5,MED24,0.8967451490217618
8342,SETD1B,SETD1A,0.8966507917274353
11276,SETD1A,CCNT1,0.8966113080627987
3586,GTF2H1,ASH2L,0.8965703986286699
2657,SUPT6H,MLLT10,0.8965338474146158
16344,CCNK,KAT6A,0.8965316787973293
10595,CREBBP,INTS4,0.8964748447559361
1970,ERCC3,GTF2F1,0.896456491158072
15234,POLR2H,TRRAP,0.8964383023870302
17405,MED28,ARID2,0.8964271528073583
26079,KAT6A,EP300,0.8964023755046526
15236,POLR2H,CCNT1,0.8963962464153474
1125,INTS10,ARID4B,0.8963941323587167
3522,GTF2H1,SMARCA5,0.8963470406188219
2729,NCOA6,POLR2C,0.8963440466940918
15245,POLR2H,ARID2,0.8963372451933745
22265,MED26,ARID2,0.8962678092251325
19376,MED13L,CCNT1,0.8962540490699242
3091,CTR9,INTS7,0.8962374489625444
3875,ATXN7,MED1,0.8962299602446874
996,INTS1,MED28,0.8961810921499235
15263,POLR2H,AFF4,0.8959987033133768
8885,CCNT2,BAF60A,0.8959610458209805
21011,CCNT1,TAF12,0.8958930697717081
22302,MED26,EPC1,0.8957688844750356
18115,KMT2A,INTS2,0.8956840900198818
8756,INTS12,CCNT1,0.8955928074836234
12222,TRIM28,EPC1,0.8955896164322739
22288,MED26,MED13,0.895552668109438
16359,CCNK,EP300,0.8955524003895061
13428,CDK12,ELOA,0.8954332434564
3535,GTF2H1,INTS2,0.895423737593234
17199,MED1,KMT2D,0.8954209897089322
13813,INTS5,KMT2B,0.8954135134131153
3928,ATXN7,MED13,0.8953636998555279
5025,SMARCD2,ARID1A,0.8953484996259058
4652,MED8,NELFCD,0.8953387431436446
30053,ASH2L,SMARCC2,0.8953093717732797
17434,MED28,SUPT5H,0.8952457540512541
6980,MED17,CXXC1,0.8952370261446074
2807,NCOA6,MED13L,0.8951215857987026
6627,MED12,MED23,0.895100597709652
12174,TRIM28,TRRAP,0.89509124471788
3211,CTR9,CDK13,0.8950688180147912
21017,CCNT1,MLLT10,0.8950083240200439
21368,POLR2B,MED6,0.8949300190453737
5258,POLR2C,MED17,0.8949247268854209
3461,GTF2H1,SMARCE1,0.8949066313801621
5120,WDR61,EP400,0.8948876018827598
25359,CXXC1,EP300,0.8948427893237557
4936,SMARCD2,INTS5,0.8948265490412924
1850,ERCC3,INO80B,0.8947786212129737
1275,WDR82,NCOA6,0.8947743937330894
13464,CDK12,KAT6A,0.8947319357770821
1122,INTS10,CCNC,0.8946978903993269
12183,TRIM28,MED26,0.8946679409232936
3924,ATXN7,KAT6A,0.8946663250661498
17427,MED28,MED23,0.8946546820392559
12209,TRIM28,GTF2E2,0.894652948173273
1653,NELFA,DMAP1,0.8946340604016887
3567,GTF2H1,MED23,0.894529644501726
6940,MED17,KMT2A,0.8945146499212441
9446,BAF180,MED30,0.8945128820682375
30771,GTF2F1,MAZ,0.8944177077438656
14565,EP400,ARID1A,0.8943046966152647
2673,SUPT6H,SUPT16H,0.8942275729856142
6963,MED17,MED26,0.8942207381333176
2770,NCOA6,HUWE1,0.8942127599751678
26624,MED23,ARID4A,0.8941629293891484
17251,MED1,CDK13,0.8941469892138377
8553,MED22,BCL7C,0.8940979818299843
12737,HUWE1,MLLT10,0.8940271827228087
5741,INTS7,CDK7,0.8939935718731422
17788,NCOA3,MED13,0.8939426810476305
915,INTS1,NCOA6,0.8939071355500154
3887,ATXN7,MED13L,0.8938085605902052
2749,NCOA6,CCNT2,0.8938015605455707
12915,TAF5L,MED14,0.8937904475128883
4906,SMARCD2,SETD1B,0.8937735900626729
27888,SUPT5H,RBBP5,0.8937625625338608
13107,CHD1,MED23,0.8937267356299493
3190,CTR9,GTF2E1,0.8937142803103805
7985,SUPT20H,BAF60A,0.8936698350822503
2214,PAF1,BPTF,0.8936110055746679
3474,GTF2H1,BPTF,0.893592056795154
4247,SSRP1,MED13L,0.8934592537995374
2600,SUPT6H,EP400,0.8933963398058211
16876,BCL7C,SS18,0.8933942718375166
18648,MED20,ELOA,0.8932995833639569
11230,SETD1A,HUWE1,0.8932055679872357
12881,TAF5L,BAF250B,0.8931597807356959
11247,SETD1A,KAT6B,0.8931372213754311
2205,PAF1,ARID4B,0.8931300817021823
7286,NELFE,MED30,0.8930425957444084
8225,ARID4B,ARID2,0.8930346642479358
3942,ATXN7,EPC1,0.8930063958905903
9488,BAF180,MED6,0.8929762616686904
1089,INTS10,NELFA,0.892887919627672
19395,MED13L,MED14,0.8928476842682156
1144,INTS10,SMARCAD1,0.892737719574117
11607,SMARCAD1,KAT6B,0.8926984602380885
13438,CDK12,POLR2B,0.8925963206591776
1014,INTS1,TRRAP,0.8925817848261292
9507,BAF180,MED23,0.8925654464155313
7508,SMARCE1,MED6,0.8925569209579833
3485,GTF2H1,BAF60A,0.8925545477914953
23205,MED6,ARID1A,0.8924266129025028
3449,GTF2H1,POLR2C,0.8924033519031107
3365,KAT5,ARID2,0.892391383420728
1968,ERCC3,RBBP5,0.8923268496327487
9435,BAF180,ENY2,0.8922404215919512
6631,MED12,CDK13,0.8921679652637544
13855,INTS5,MED16,0.8920916565183855
1054,INTS1,SUPT5H,0.8920882063916763
15789,KAT6B,BRD9,0.8920818703349427
1928,ERCC3,MED6,0.8920316166549096
3163,CTR9,MED20,0.892003573581892
17233,MED1,KMT2B,0.8919008721162576
5282,POLR2C,SETD1A,0.891833441840628
8625,MED22,ARID1A,0.8918268150192583
7118,INTS8,NCOA3,0.8917299011138683
16299,CCNK,KMT2D,0.8917161578479491
15762,KAT6B,SMARCA5,0.8916821859845527
15647,MED30,MED4,0.8916150639476613
4651,MED8,CDK13,0.8916146324538534
8356,SETD1B,INTS5,0.8915110429029107
7482,SMARCE1,SMARCA5,0.8915030512487776
17771,NCOA3,TAF12,0.8914912910599265
24808,MLLT10,MED13,0.8914643740142226
1819,ERCC3,GTF2H1,0.8914514622789538
3826,ATXN7,SETD1B,0.891446747471177
15624,MED30,KAT6A,0.8913765469291375
17223,MED1,MED26,0.8913200730394021
3393,KAT5,SUPT16H,0.8911951123059744
13451,CDK12,TAF12,0.8911152992550063
4649,MED8,GTF2E2,0.8910912111281661
26795,MED13,INTS4,0.8910561646040218
10928,RUVBL2,MED6,0.8910380144810304
8034,SUPT20H,TRRAP,0.8910220960065101
2198,PAF1,MED17,0.8910161794665603
5274,POLR2C,BPTF,0.8909652004394153
5106,WDR61,MED7,0.8909290287486539
25355,CXXC1,INTS4,0.8908549069856804
22653,ARID2,SUPT16H,0.8908306344297506
3527,GTF2H1,MED13L,0.8908090334770634
967,INTS1,TRIM28,0.8906956474905109
11256,SETD1A,MED28,0.890670325336003
2568,SUPT6H,INTS12,0.8905641658980039
7247,NELFE,MED22,0.8905438790934306
3085,CTR9,MED8,0.8905099182864273
6881,MED17,SMARCE1,0.890494435402268
7115,INTS8,MED1,0.8904719568728544
8975,CCNT2,INTS4,0.8904717763988358
5278,POLR2C,CREBBP,0.8904408058744656
20657,TRRAP,MLLT10,0.8903694919129114
2402,SF3B3,SETD1A,0.8903039381730972
27705,SUPT16H,ARID1A,0.8902935450124363
10516,CREBBP,INTS5,0.890242813506841
8027,SUPT20H,MED13L,0.8902384692890388
1966,ERCC3,ASH2L,0.8902239418968353
9882,BPTF,EPC1,0.8902074996051446
8726,INTS12,MED30,0.8901671379331969
6575,MED12,MED1,0.8901547426091483
8332,SETD1B,BAF180,0.8901498756443044
28435,MED15,MED16,0.8900834553742334
14484,EP400,POLR2H,0.8900670152265292
8387,SETD1B,MED13L,0.8900595725761575
1160,INTS10,EP400,0.8900529834290584
2552,SUPT6H,SGF29,0.890041944565238
2615,SUPT6H,MED1,0.8899759098809229
5094,WDR61,BPTF,0.88993720970233
3557,GTF2H1,MLLT10,0.8898760269324533
11800,BAF60A,KMT2A,0.8898646241073718
3818,ATXN7,MED17,0.8898298443012365
8010,SUPT20H,CCNK,0.8897223942963361
15803,KAT6B,AFF4,0.8897217521316606
9147,INO80B,MED23,0.889720162628005
3413,KAT5,SMARCC2,0.889642578093707
14745,INTS9,ARID1A,0.8896221193563384
8445,SETD1B,ARID1A,0.8896004474950524
17247,MED1,MED23,0.8895718054009135
5368,POLR2C,MED13,0.8895556367756006
17225,MED1,ARID2,0.8895544256861356
1716,NELFA,MED28,0.8895400621481477
12715,HUWE1,INTS2,0.8895163297451304
3579,GTF2H1,EP300,0.889491415057567
23384,BRD9,ARID4A,0.889439342816016
14568,EP400,RBBP5,0.8894150777703818
6981,MED17,SUPT7L,0.8894081694037277
5838,SGF29,TADA2B,0.8893921590128381
4896,SMARCD2,MED12,0.8893855141344134
3747,WDR5,MED23,0.889373155908335
12751,HUWE1,CDK13,0.8893124612741218
9100,INO80B,KMT2A,0.8892906480958234
3927,ATXN7,MED23,0.8892711125997008
3901,ATXN7,ELL,0.8892673429823637
6545,MED12,BAF60A,0.8892459057071312
15279,POLR2H,EP300,0.8892333821861599
3729,WDR5,BRD9,0.8891143142056089
7157,INTS8,MLLT10,0.8891037399334413
6542,MED12,SETD1A,0.8890993741430245
7454,SMARCE1,CDK12,0.889089353812616
15833,KAT6B,SMARCC2,0.8890876010841178
2360,SF3B3,WDR5,0.8890287033020269
18353,BAF250B,SMARCC2,0.8890106514508047
26085,KAT6A,ARID1A,0.8889786808411727
13580,ENY2,EP400,0.8889420370733698
22816,BAF53A,SS18,0.8889331826678634
11620,SMARCAD1,KMT2A,0.8889229360021287
24437,MED14,MLLT10,0.8888659848475158
8957,CCNT2,MLLT10,0.8887425294668062
25887,AFF4,MED23,0.8886870084592303
1033,INTS1,KMT2B,0.8886618449127299
9418,BAF180,CREBBP,0.8886145827658426
23398,BRD9,NELFB,0.8885508690211142
5183,WDR61,AFF4,0.8885296749220286
