,0
1707,Q99967
1708,Q96BA8
1709,P16220
1710,P16220-1
1711,O43889
1714,Q70SY1
1715,Q68CJ9
1716,Q8TEY5
1717,Q92793
1718,Q03060
1719,O43186
1721,Q96S65
1723,Q2NKJ3
1724,Q9P0U4
1725,Q10586
1726,P35638
1727,O60479
1729,Q9Y5R6
1730,Q9Y222
1733,Q9UBX2
1734,Q01094
1735,Q14209
1736,O00716
1737,Q16254
1738,Q15329
1739,Q9UH73
1740,Q9H4W6
1741,Q9H4W6-2
1742,P18146
1744,P11161
1746,Q06889
1747,Q05215
1748,P32519
1749,Q15723
1750,P78545
1751,Q99607
1752,Q9UKW6
1753,P19419
1754,P41970
1755,P28324
1756,O95163
1757,O95936
1758,Q09472
1759,Q96L91
1760,Q99814
1762,P04626
1763,P28715
1764,P11308
1766,P03372
1768,Q92731
1770,P11474
1772,O95718
1774,P62508
1777,P14921
1778,P15036
1779,P50549
1781,O00321
1782,P41162
1783,P43268
1785,P41161
1788,Q01780
1789,Q99502
1790,O00167
1791,Q99504
1792,O95677
1793,Q01543
1794,Q8WW38
1795,P01100
1798,P53539
1800,P15407
1801,P55317
1803,Q9Y261
1805,Q12948
1807,Q99958
1809,Q12946
1811,Q12947
1813,Q12951
1814,A8MTJ6
1815,Q92949
1816,Q9P0K8
1820,Q9UPW0
1821,Q08050
1822,O15353
1824,P32314
1825,Q96NZ1
1826,Q12778
1827,O43524
1828,P98177
1829,A8MYZ6
1830,Q6PIV2
1831,Q6PJQ5
1832,P15976
1834,P23769
1836,P23771
1838,P43694
1841,Q9BWX5
1843,Q92908
1845,Q9NP62
1847,O75603
1849,P08151
1850,P10070
1852,P10071
1853,Q8NBF1
1854,Q9BZE0
1855,Q8NEA6
1857,Q8WWB7
1858,Q9Y692
1859,Q9UKD1
1861,Q9NZI5
1862,Q6ISB3
1863,Q8TE85
1865,P61296
1866,O60381
1867,Q13547
1868,Q03014
1869,Q96JB3
1870,Q16665
1871,Q9Y2N7
1872,Q9BQA5
1873,Q5T1R4
1874,P50747
1875,Q16534
1876,P17096
1877,P52926
1878,P20823
1879,P35680
1880,P41235
1882,P31260
1883,P31271
1885,O43364
1886,P31267
1887,P31268
1888,P14653
1889,Q92826
1890,P14652
1891,P14651
1892,P17509
1893,P09629
1895,P17482
1896,P35453
1898,P09016
1899,P28356
1900,Q03933
1901,Q00613
1903,Q4G112
1904,Q7Z6Z7
1906,Q13422
1907,Q53TQ3
1908,P10914
1909,P14316
1910,Q14653
1911,Q13568
1912,O14896
1913,Q92985
1915,P78413
1916,Q6IE81
1917,Q9NQC1
1919,O60674
1920,Q86VZ6
1921,Q9H9V9
1922,Q9Y4A0
1923,P05412
1924,P17275
1925,P17535
1926,Q9H8E8
1927,Q8WYB5
1928,O95251
1929,Q7LBC6
1930,Q9UGL1
1931,Q8N371
1932,Q13351
1934,Q9Y2Y9
1935,Q9UIH9
1936,Q9BXK1
1937,Q9Y5W3
1938,O43474
1939,Q13887
1941,Q99612
1942,O75840
1943,O95600
1944,Q13886
1946,Q03164
1947,Q9UMN6
1948,Q8NEZ4
1950,O14686
1951,F8W9S8
1952,Q9Y4W2
1953,Q9UJU2
1956,A8MZ59
1957,P48742
1958,P50458
1959,Q9UBR4
1960,Q8TE12
1961,O75444
1962,Q8NHW3
1963,Q9Y5Q3
1964,Q6P0Q8
1965,Q9UBB5
1966,Q02078
1967,Q02080-2
1968,Q06413
1969,Q14814
1970,O00470
1971,O14770-4
1972,O14770
1973,O00255
1974,Q8IWI9
1975,O75030
1977,O75030-2
1978,Q9H2W2
1979,Q9HAP2
1980,Q9NP71
1981,P43246
1982,Q9HCI7
1983,O14793
1984,P28360
1985,P35548
1986,Q96E29
1987,Q14872
1989,P10242
1990,P10243
1991,P10244
1993,P01106
1994,P12524
1995,P04198
1996,P13349
1998,P23409
2000,P15172
2002,P15173
2004,Q9Y2G1
2005,Q96LU7
2006,Q9UL68
2007,P28698
2008,Q9H9S0
2009,Q6NSW7
2010,P49321
2011,Q15788
2014,Q15596
2017,Q9Y6Q9
2018,Q8TD19
2019,Q13562
2021,Q15784
2022,Q96NK8
2024,Q92886
2025,Q9H2A3
2026,Q9Y4Z2
2027,O94916
2029,O95644
2031,Q13469
2033,Q12968
2034,Q14934
2036,Q16621
2037,Q14494
2038,Q16236
2039,Q9Y4A8
2040,Q12857
2041,P08651
2042,Q14938
2043,P19838
2044,Q6P4R8
2045,P23511
2046,Q13952-2
2047,Q6KC79
2048,P43699
2050,O95096
2051,P52952
2053,P78426
2054,O60393
2055,Q8IXF0
2056,Q8IUM7
2057,P20393
2058,P55055
2060,Q13133
2062,Q96RI1-2
2063,O75469
2064,Q14994
2065,P04150
2068,P22736
2070,P43354
2072,Q92570
2076,Q13285
2077,O00482
2081,Q15406
2082,Q16656
2083,P54845
2084,O60502
2085,Q9UBC0
2086,Q5XKR4
2088,P32242
2089,P32243
2090,Q9BRP0
2091,Q01860
2093,Q9Y2J8
2094,Q9BTK6
2095,Q9Y6F1
2096,Q02962
2097,P23760
2098,Q02548
2099,P26367
2100,P23759
2101,Q06710
2102,P55771
2103,P52945
2104,P06401
2107,O43189
2108,Q5T6S3
2109,Q9BVI0
2110,A8MW92
2112,Q8WWQ0
2113,O14813
2114,P28069
2115,P78337
2116,Q99697
2118,Q6DJT9
2119,Q9UM63
2120,Q9UPG8
2121,O15162
2122,Q16633
2123,P14859
2125,P09086
2127,Q03052
2128,Q12837
2129,Q06416
2130,Q07869
2131,Q03181
2133,P37231
2135,Q9UBK2
2137,Q86YN6
2139,P49593
2140,P67775
2141,P60510
2142,Q9NQV6
2143,P41743
2144,Q05513
2145,P78527
2147,P55345
2148,O60678
2149,O14744
2150,O75360
2151,Q3B8N5
2152,Q86UA1
2153,P54821
2155,Q99811
2158,Q7RTS3
2159,P17947
2160,Q9Y4B4
2161,P10276
2163,P10826-2
2165,P13631
2167,Q9H1K0
2168,P25791
2169,Q04864
2170,Q04206
2172,Q01201
2174,P22670
2176,A0A669KBM4
2178,P35398
2179,P51449
2180,Q01196
2182,Q13950
2184,Q13761
2186,P19793
2188,P28702
2190,P48443
2192,Q9H4L4
2193,O15047
2194,Q9UPS6
2195,Q9BYW2
2196,Q9NPC8
2197,Q9UIU6
2198,Q15797
2199,P84022
2200,Q13485
2202,Q99717
2203,P51531
2204,P51532
2205,Q92922
2206,Q8TAQ2
2207,O00570
2208,P56693
2211,P35716
2212,O15370
2213,O95416
2214,O60248
2215,Q9H6I2
2216,P35713
2217,P48431
2218,P41225
2219,Q06945
2220,Q9BT81
2221,P57073
2223,P48436
2225,P08047
2226,P23497
2227,Q02447
2228,Q6BEB4
2229,Q3SY56
2230,Q8TDD2
2231,P0CG40
2232,Q01892
2234,Q8N5J4
2235,Q6ZMY3
2236,Q9BUD6
2237,P36956
2238,Q12772
2239,Q6ZRS2
2241,P11831
2242,P42224
2243,P52630
2244,P40763
2245,Q14765
2246,P42229
2248,P51692
2250,P42226
2251,A0A024R0Y4
2252,Q8IZX4
2253,Q9Y6J9
2254,P17542
2256,Q6SJ96
2257,O43435-3
2258,Q9UMR3
2259,Q9UL17
2261,Q9Y458
2262,O15119
2263,P57082
2264,Q99593
2265,O15178
2267,Q99081-3
2268,Q99081
2269,Q9UGU0
2270,P15923
2272,P15884
2274,P36402
2275,Q9HCS4
2276,Q9NQB0
2278,Q8NAT2
2279,P28347
2281,Q15562
2282,Q99594
2283,Q15561
2284,Q10587
2285,Q8NFU7
2286,Q6N021
2287,P05549
2288,Q92481
2289,Q92754
2290,Q7Z6R9
2291,Q12800
2293,Q14186
2294,P19532
2297,P19484
2298,O14948
2300,P10827-2
2301,P10827
2302,P10828
2303,P10828-2
2305,Q96MW7
2306,Q8IY51
2307,Q6NT04
2308,Q04724
2309,Q04726
2310,P04637
2311,Q9H3D4
2313,O15350
2315,D2CFI5
2316,O14545
2317,Q96PN7
2318,Q9Y4A5
2320,Q15672
2321,Q9NPG3
2322,P22415
2324,Q15853
2326,P51784
2327,Q9UPT9
2328,Q5SQQ9
2329,Q9UIW0
2330,P11473
2332,P06492
2333,Q9BQA1
2335,P19544-2
2336,P17861-2
2337,P17861
2338,P25490
2340,O15391
2341,O75152
2342,Q8NCP5
2343,Q13105
2344,H0YEM9
2345,P10074
2346,Q86UP3
2349,P17010
2350,P08048
2351,Q9NS37
2352,O95409
2353,Q14202
2354,Q8WTR7
2356,Q8N8E2
2357,Q8N587
2358,Q9H582
2359,Q8IZM8
2360,Q9ULD5
2361,P52747
2362,Q9UQR1
2364,P17020
2365,P98182
2366,Q6N043
2367,Q5BKZ1
2368,Q9BUY5
2369,H3BS19
2372,Q92618
2373,Q9HCE3
2374,Q92610
2375,Q96N77
2377,Q8N1G0
2378,P17040
2379,P98168
2380,P98169
2381,Q2QGD7
2384,A0A087X169
2385,A0A0A0MRP6
2386,A0A0B4J2G0
2387,A0A0C4DFL8
2388,A0A0C4DFQ2
2389,A0A0C4DH12
2390,A0A0D9SEJ8
2391,A0A1B0GVP4
2392,A0A1C7CYV8
2393,A0A1W2PPX4
2394,A0A1W2PQ09
2395,A0A1W2PRV1
2396,A0A2R8Y491
2397,A0A2R8Y560
2398,A0A2R8Y739
2399,A0A2R8Y7Q1
2400,A0A2R8Y872
2401,A0A2U3TZT0
2402,A0A3B3ISS0
2403,A0A3B3IT03
2404,A0A494C0I1
2405,A0A494C1N8
2406,A0A5F9ZHH6
2407,A0A669KAV7
2408,A0A7I2PJA1
2409,A0AUZ9
2410,A0AVK6
2411,A0PJY2
2412,A1A519
2413,A1YPR0
2414,A2RRD8
2415,A2RU54
2416,A2RUC4
2417,A4D1E1
2418,A6NCS4
2419,A6NFD8
2420,A6NFQ7
2421,A6NGD5
2422,A6NHT5
2423,A6NI15
2424,A6NJ46
2426,A6NJL1
2427,A6NJT0
2428,A6NK75
2429,A6NLW8
2430,A6NMT0
2431,A6NN14
2432,A6NNA5
2433,A8K8V0
2434,A8MTQ0
2436,A8MWA4
2438,A9YTQ3
2439,B2RXF5
2440,B2RXH2
2441,B4DL54
2442,B4DWF2
2443,B7WPH3
2444,C9JBD0
2445,C9JFV4
2446,D6R9L8
2447,E7EQS8
2448,E9PGG2
2449,E9PIW9
2450,F8VU11
2452,G3V3G0
2453,G3XAK1
2454,H0Y6H0
2455,H0Y9M2
2457,H3BPG6
2458,H7BXF5
2459,I3L1J3
2460,I3L2J0
2461,J3KNZ9
2462,J3KPG5
2463,J9JIF5
2464,M0R0C0
2465,M0R2M9
2466,O00159
2470,O00257
2473,O00358
2474,O00409
2475,O00422
2479,O14497
2480,O14503
2481,O14519
2482,O14529
2483,O14578
2484,O14578-4
2486,O14646
2489,O14709
2491,O14757
2493,O14771
2496,O14867
2498,O14901
2499,O14933
2501,O15014
2502,O15015
2504,O15054
2505,O15060
2506,O15062
2507,O15090
2508,O15111
2511,O15164
2513,O15198-2
2514,O15209
2515,O15226
2516,O15265
2517,O15266
2518,O15294
2521,O15355
2523,O15409
2524,O15457
2525,O15516
2526,O15522
2527,O15525
2528,O15535
2529,O43147
2530,O43151
2531,O43159
2532,O43167
2533,O43172
2536,O43196
2537,O43248
2538,O43293
2539,O43296
2540,O43298
2541,O43309
2543,O43365
2544,O43395
2545,O43422
2546,O43463
2549,O43593
2550,O43623
2551,O43680
2552,O43711
2553,O43741
2554,O43763
2555,O43791
2556,O43829
2558,O60281
2559,O60284
2560,O60315
2561,O60341
2563,O60393-2
2565,O60481
2567,O60506
2568,O60663
2571,O60682
2572,O60765
2573,O60870
2575,O60902
2576,O60907
2577,O60934
2579,O75030-10
2580,O75081
2581,O75132
2582,O75150
2583,O75151
2584,O75164
2585,O75182
2586,O75317
2587,O75346
2589,O75362
2590,O75364
2591,O75376
2592,O75398
2593,O75437
2595,O75446
2596,O75461
2597,O75467
2599,O75475
2600,O75528
2601,O75529
2602,O75533
2603,O75564
2604,O75564-2
2605,O75582
2606,O75593
2608,O75604
2609,O75626
2610,O75676
2611,O75688
2612,O75820-2
2614,O76064
2615,O94776
2616,O94805
2617,O94864
2618,O94874
2621,O94993
2622,O95071
2626,O95231
2627,O95238
2628,O95243
2630,O95257
2631,O95343
2632,O95361
2633,O95365
2636,O95475
2637,O95503
2639,O95625
2642,O95696
2644,O95785
2645,O95789
2646,O95863
2647,O95931
2648,O95935
2650,O95948
2651,O95983
2652,O96004
2653,O96006
2655,O96019
2656,O96028
2659,P02788
2666,P06748
2668,P08235
2672,P09630
2673,P09874
2674,P0C1Z6
2675,P0C6A0
2676,P0C870
2677,P0CF97
2678,P0CG23
2679,P0CJ78
2680,P0CJ79
2683,P10072
2684,P10073
2686,P10075
2691,P10589
2694,P11142
2697,P11387
2698,P11388
2703,P12757
2704,P12980
2705,P13056
2707,P13378
2709,P13682
2711,P14373
2717,P15408
2718,P15622
2719,P15822
2721,P15918
2725,P16989
2727,P17019
2729,P17028
2730,P17032
2731,P17039-2
2733,P17098
2734,P17252
2739,P17655
2741,P17844
2744,P18583
2748,P19338
2750,P19447
2753,P19622
2755,P20226
2757,P21506
2758,P22087
2762,P23025
2765,P23497-4
2770,P24278
2771,P24468
2772,P24522
2773,P25208
2776,P26358
2777,P27348
2779,P27695
2783,P28358
2788,P29374
2789,P29375
2793,P31269
2794,P31270
2795,P31274
2796,P31276
2797,P31314
2798,P31629
2799,P31946
2800,P32121
2804,P35226
2805,P35227
2807,P35452
2812,P35711
2813,P35712
2815,P35813
2817,P36508
2820,P37275
2821,P39687
2822,P39880
2823,P40424
2827,P41182
2828,P41212
2830,P41227
2831,P41229
2837,P42568
2843,P45973
2844,P46013
2845,P46100
2846,P46736
2848,P48378
2849,P48382
2852,P49116
2853,P49137
2855,P49407
2857,P49640
2858,P49711
2861,P49910
2862,P50219
2864,P50461
2865,P50539
2866,P50548
2868,P50553
2871,P51522
2874,P51587
2875,P51608
2876,P51610
2879,P51812
2880,P51814-6
2881,P51843
2882,P51858
2883,P51957
2884,P52179
2885,P52333
2887,P52701
2888,P52736
2889,P52737
2890,P52738
2891,P52739
2892,P52741
2893,P52744-2
2894,P52746
2896,P52951
2898,P52954
2899,P53355
2900,P54136
2901,P54198
2902,P54253
2903,P54259
2904,P54274
2905,P54619
2906,P54646
2910,P55197
2911,P55201
2912,P55209
2913,P55316
2915,P55318
2916,P55347
2918,P55895
2919,P56177
2920,P56179
2921,P56179-2
2922,P56270-2
2923,P56524
2924,P56545
2926,P57071
2929,P57682
2930,P58012
2931,P58304
2932,P58317
2933,P59817
2935,P60709
2936,P61088
2937,P61244
2938,P61247
2940,P61371
2941,P62241
2942,P62256
2943,P62258
2945,P62877
2946,P63104
2947,P63146
2949,P67809
2950,P68400
2952,P78347
2953,P78367
2954,P78412
2956,P78414
2957,P78415
2960,P81133
2961,P82094
2962,P82970
2963,P83916
2964,P84550
2965,P85037
2968,Q00056
2970,Q00536
2971,Q00537
2973,Q00653
2974,Q00839
2975,Q01101
2976,Q01167
2979,Q01538
2981,Q01658
2982,Q01664
2984,Q01826
2986,Q01954
2988,Q02386
2991,Q02556
2992,Q02577
2993,Q02880
2994,Q02930
2999,Q03112
3001,Q03188
3002,Q03468
3003,Q03701
3004,Q03828
3005,Q03923
3009,Q04725
3011,Q04741
3012,Q04743
3014,Q05066
3015,Q05195
3017,Q05516
3018,Q05655
3019,Q05925
3020,Q05BQ5
3021,Q06330
3024,Q06546
3026,Q06730-2
3028,Q07687
3030,Q07955
3032,Q08050-3
3033,Q08117
3034,Q08170
3035,Q08945
3036,Q08999
3037,Q08ER8
3039,Q09FC8
3040,Q09FC8-5
3041,Q0VG99
3042,Q0VGE8
3046,Q12788
3048,Q12824
3050,Q12870
3051,Q12873
3052,Q12888
3056,Q12952
3057,Q12962
3059,Q12986
3060,Q13029
3061,Q13043
3063,Q13107
3064,Q13111
3065,Q13112
3066,Q13118
3067,Q13127
3068,Q13129
3069,Q13131
3071,Q13177
3072,Q13185
3073,Q13207
3074,Q13247
3075,Q13263
3077,Q13315
3078,Q13342
3082,Q13472
3084,Q13487
3085,Q13523
3086,Q13526
3087,Q13535
3091,Q13569
3092,Q13616
3093,Q13617
3094,Q13618
3095,Q13620
3096,Q13686
3100,Q13888
3103,Q14119
3104,Q14134
3105,Q14140
3106,Q14151
3108,Q14188
3109,Q14190
3112,Q14258
3113,Q14469
3115,Q14526
3116,Q14527
3117,Q14541
3118,Q14549
3119,Q14586
3120,Q14587
3121,Q14593
3123,Q14676
3124,Q14684
3125,Q14686
3126,Q14687
3128,Q14774
3130,Q14839
3131,Q14865
3135,Q14995
3136,Q149N8
3137,Q14CW9
3138,Q15018
3139,Q15024
3140,Q15047
3142,Q15072
3143,Q15075
3144,Q15078
3145,Q15139
3146,Q15270
3147,Q15291
3148,Q15303
3149,Q15306
3150,Q15326
3152,Q15393
3154,Q15424
3155,Q15475
3156,Q15542
3157,Q15554
3160,Q15583
3161,Q15583-2
3163,Q15651
3164,Q15652
3165,Q15697
3167,Q15714-2
3169,Q15742
3175,Q15911
3176,Q15915
3177,Q15916
3178,Q15928
3181,Q16514
3182,Q16531
3183,Q16576
3184,Q16587
3185,Q16600
3187,Q16644
3188,Q16649
3189,Q16650
3192,Q16670
3193,Q17R98
3194,Q2M1K9
3195,Q2M1V0
3197,Q2TB10
3198,Q2VWA4
3199,Q32MQ0
3200,Q33E94
3202,Q3KNW1
3204,Q3MIS6
3205,Q3MJ62
3206,Q3SXZ3
3207,Q3SY52
3209,Q3SYB3
3210,Q3ZCT1
3211,Q460N3
3212,Q460N5
3213,Q495X7
3214,Q499Z4
3215,Q49A26
3216,Q4FZB7
3218,Q4LE39
3219,Q4VC44
3220,Q52LR7
3221,Q53EQ6
3222,Q53GI3
3224,Q58F21
3225,Q5EBL2
3226,Q5FWF4
3227,Q5H9F3
3228,Q5H9F3-1
3229,Q5H9K5
3230,Q5IJ48
3231,Q5JPB2
3232,Q5JTH9
3233,Q5JUK2
3234,Q5JVG8
3235,Q5MIZ7
3236,Q5PSV4
3237,Q5QJE6
3238,Q5SSJ5
3239,Q5SVQ8
3240,Q5SVZ6
3241,Q5SXM1
3242,Q5SXM2
3243,Q5T0B9
3245,Q5T280
3247,Q5T7W0
3248,Q5TA89
3249,Q5TC79
3250,Q5TEC3
3251,Q5TGS1
3252,Q5TGY3
3253,Q5VTD9
3254,Q5VTL8
3255,Q5VTR2
3256,Q5VUA4
3257,Q5VUG0
3258,Q5VV16
3259,Q5VV52
3260,Q5VVJ2
3261,Q5VWG9
3262,Q5VYV0
3263,Q5VZB9
3264,Q5VZE5
3265,Q5VZL5
3267,Q63HK5
3268,Q66K89
3269,Q68CP9
3270,Q68DE3
3271,Q68DK7
3272,Q68EA5
3273,Q68G74
3274,Q6AHZ1
3275,Q6B0B8
3276,Q6B0I6
3279,Q6IA86
3281,Q6IQ21
3282,Q6IQ32
3287,Q6N069
3289,Q6NSZ9
3291,Q6NT76
3292,Q6NUM6
3293,Q6NUN9
3294,Q6NYC1
3296,Q6P1J9
3297,Q6P1K8
3299,Q6P1X5
3300,Q6P2D0
3301,Q6P2P2
3302,Q6P2Q9
3304,Q6P9F5
3305,Q6P9G9
3306,Q6PCT2
3307,Q6PD62
3310,Q6PL18
3311,Q6QHK4
3312,Q6R2W3
3314,Q6S9Z5
3315,Q6STE5
3316,Q6U7Q0
3318,Q6VMQ6
3319,Q6W2J9
3320,Q6XD76
3321,Q6XYB7
3322,Q6ZMT4
3324,Q6ZN08
3325,Q6ZN18
3326,Q6ZN19
3327,Q6ZN19-3
3328,Q6ZN30
3329,Q6ZN55
3330,Q6ZNB6
3331,Q6ZNC4
3332,Q6ZNG2
3333,Q6ZR52
3334,Q6ZR52-2
3336,Q6ZSB9
3337,Q6ZSZ6
3338,Q6ZW49
3339,Q70CQ1
3341,Q70YC5
3343,Q7KZ85
3344,Q7L3S4
3346,Q7RTS1
3348,Q7RTU0
3349,Q7RTU1
3350,Q7RTU4
3351,Q7RTU7
3352,Q7RTV3
3353,Q7Z353
3354,Q7Z3B3
3355,Q7Z3I7
3356,Q7Z3K3
3357,Q7Z3Z3
3358,Q7Z3Z4
3359,Q7Z4V0
3360,Q7Z570
3361,Q7Z589
3362,Q7Z591
3363,Q7Z5J4
3364,Q7Z5K2
3365,Q7Z6E9
3366,Q7Z6K1
3368,Q7Z7K2
3369,Q7Z7L9
3370,Q86SE8
3371,Q86T24
3372,Q86TJ2
3373,Q86TJ5
3374,Q86U86
3376,Q86UD4
3377,Q86UE8
3379,Q86UP3-2
3380,Q86UQ0-2
3381,Q86UZ6
3383,Q86VE0
3385,Q86W11
3386,Q86W56
3388,Q86WP2
3389,Q86X55
3390,Q86XF7
3391,Q86XN6
3392,Q86XP3
3393,Q86XU0
3394,Q86Y01
3395,Q86Y13
3396,Q86Y25
3397,Q86YF9
3398,Q86YI8
3400,Q86YP4
3401,Q8HWS3
3402,Q8IU81
3403,Q8IUD6
3404,Q8IUE1
3405,Q8IUF8
3406,Q8IUF8-4
3408,Q8IUX4
3410,Q8IVH2
3411,Q8IVH2-3
3412,Q8IVP9
3413,Q8IVW6
3414,Q8IWA0
3416,Q8IWV8
3417,Q8IX07
3418,Q8IX15
3419,Q8IX21
3421,Q8IXK0
3422,Q8IXT2
3424,Q8IY57
3425,Q8IYA7
3426,Q8IYB9
3427,Q8IYR2
3428,Q8IYW5
3429,Q8IZ20
3430,Q8IZ26
3431,Q8IZD2
3433,Q8N0Y2
3434,Q8N100
3435,Q8N141
3436,Q8N143
3437,Q8N196
3439,Q8N1L9
3440,Q8N1W2
3441,Q8N2I2-4
3442,Q8N2R0
3444,Q8N3J2
3445,Q8N3J9
3446,Q8N3Y7
3447,Q8N488
3448,Q8N554
3450,Q8N5Y2
3451,Q8N693
3452,Q8N720
3453,Q8N7H5
3454,Q8N806
3455,Q8N895
3457,Q8N8U2
3458,Q8N988
3459,Q8N9L1
3460,Q8N9N5
3461,Q8N9N5-2
3462,Q8N9V7
3463,Q8N9Z0-2
3464,Q8NA31
3465,Q8NA42
3466,Q8NA92
3467,Q8NAF0
3468,Q8NAM6
3469,Q8NAP3
3470,Q8NAP8
3472,Q8NB12
3474,Q8NBZ0
3475,Q8NCA9
3476,Q8NCD3
3477,Q8NCN2
3478,Q8NCY6
3479,Q8ND82
3480,Q8NDB2
3481,Q8NDG6
3482,Q8NDQ6
3483,Q8NEM1
3484,Q8NEM7
3486,Q8NF99
3487,Q8NFD5
3489,Q8NFW5
3490,Q8NFW5-2
3491,Q8NHM5
3492,Q8NHU6
3494,Q8NHY6
3495,Q8NI51
3496,Q8TAF7
3498,Q8TAU0
3499,Q8TAX0
3500,Q8TBB0
3501,Q8TBC5
3502,Q8TBE0
3503,Q8TBJ5
3504,Q8TBZ5
3505,Q8TC21
3506,Q8TC59
3507,Q8TCN5
3509,Q8TD23
3511,Q8TD47
3512,Q8TD94
3513,Q8TDB6
3514,Q8TDI0
3517,Q8TEE9
3518,Q8TEK3
3520,Q8TF20
3521,Q8TF45
3522,Q8TF47
3523,Q8TF50
3524,Q8WUB8
3525,Q8WUH1
3526,Q8WUH1-1
3527,Q8WUU4
3528,Q8WUU5
3533,Q8WWY3
3534,Q8WXB4
3535,Q8WXI9
3536,Q8WXX7
3537,Q8WY36
3540,Q8WYH8
3541,Q8WYK2
3542,Q8WYN3
3547,Q92613
3549,Q92698
3551,Q92753
3553,Q92766
3554,Q92766-2
3555,Q92782
3556,Q92784
3557,Q92785
3558,Q92786
3560,Q92794
3562,Q92830
3563,Q92831
3564,Q92833
3565,Q92858
3566,Q92870
3567,Q92878
3569,Q92889
3572,Q92925
3574,Q92973
3576,Q92988
3577,Q92993
3578,Q93009
3579,Q93034
3580,Q969F1
3581,Q969R5
3582,Q969W8
3583,Q96A47
3584,Q96A61
3585,Q96AV8
3586,Q96B26
3587,Q96B54
3589,Q96BD5
3590,Q96BD5-2
3591,Q96BF6
3592,Q96BR6
3593,Q96BR9
3594,Q96BT3
3595,Q96BV0
3596,Q96C00
3597,Q96CK0
3598,Q96DP5
3599,Q96DT7
3601,Q96EB1
3602,Q96EK4
3603,Q96ES7
3604,Q96GC6
3605,Q96GD3
3606,Q96H86
3607,Q96HA7
3608,Q96HQ0
3609,Q96HZ4
3610,Q96I27
3611,Q96I27-2
3612,Q96I51
3613,Q96IS3
3614,Q96IU2
3615,Q96J94
3617,Q96JM2
3618,Q96JM3
3619,Q96JM7
3620,Q96JN0
3621,Q96JN0-3
3622,Q96JP5
3623,Q96K58
3624,Q96K83
3625,Q96KB5
3626,Q96KM6
3627,Q96KN3
3628,Q96L73
3630,Q96LA8
3631,Q96LW9
3632,Q96ME7
3633,Q96MM3
3636,Q96N95
3637,Q96NB3
3638,Q96NG8
3640,Q96NX9
3642,Q96PE6
3643,Q96PU4
3645,Q96QR8
3647,Q96QT6
3648,Q96RE9
3649,Q96RI1-1
3651,Q96RK0
3652,Q96RL1
3653,Q96RS0
3654,Q96SC8
3655,Q96SF7
3656,Q96SQ7
3657,Q96SR6
3658,Q96ST3
3659,Q96T23
3660,Q96T25
3661,Q96T58
3662,Q96T68
3663,Q96T88
3664,Q96T92
3666,Q99453
3667,Q99459
3668,Q99496
3671,Q99543
3672,Q99547
3673,Q99549
3674,Q99581
3675,Q99583
3676,Q99592
3681,Q99676
3682,Q99684
3683,Q99687
3685,Q99697-2
3686,Q99708
3687,Q99733
3689,Q99742
3690,Q99743
3691,Q99750
3692,Q99801
3695,Q99853
3696,Q99856
3697,Q99873
3698,Q99929
3701,Q99986
3702,Q9BQ39
3703,Q9BQ87
3706,Q9BQI6
3707,Q9BQW3
3708,Q9BRJ9
3710,Q9BRZ2
3711,Q9BS31
3712,Q9BS34
3713,Q9BSJ1
3714,Q9BSM1
3715,Q9BT49
3716,Q9BTA9
3717,Q9BTP6
3718,Q9BTT0
3719,Q9BU19
3721,Q9BUG6
3724,Q9BVI4
3725,Q9BW11
3726,Q9BW71
3727,Q9BWN1
3729,Q9BXA6
3730,Q9BXA9
3731,Q9BXG8
3733,Q9BXT4
3734,Q9BXT6
3735,Q9BY66
3736,Q9BYE0
3737,Q9BYE7
3738,Q9BYM8
3739,Q9BYU1
3740,Q9BYV9
3742,Q9BZ95
3744,Q9BZE3
3745,Q9BZI1
3746,Q9BZK7
3747,Q9BZL6
3748,Q9BZM3
3749,Q9BZR9
3750,Q9BZS1
3751,Q9C009
3752,Q9C056
3753,Q9C0A1
3754,Q9C0A6
3755,Q9C0D4
3757,Q9C0G0
3758,Q9C0J9
3759,Q9C0K0
3760,Q9GZU2
3761,Q9GZV8
3762,Q9GZX5
3763,Q9H091
3764,Q9H0A0
3765,Q9H0D2
3766,Q9H0E7
3768,Q9H0M4
3769,Q9H0U9
3770,Q9H0W7
3771,Q9H116
3772,Q9H147
3773,Q9H160
3774,Q9H161
3775,Q9H165
3778,Q9H2C1
3779,Q9H2F5
3780,Q9H2P0
3781,Q9H2S9
3783,Q9H2X6
3784,Q9H2Z4
3785,Q9H334
3787,Q9H3R0
3788,Q9H4I2
3790,Q9H4L7
3791,Q9H4Q3
3792,Q9H4Q4
3793,Q9H4S2
3794,Q9H4T2
3797,Q9H4Z2
3799,Q9H5J0
3800,Q9H5L6
3801,Q9H5V7
3802,Q9H609
3803,Q9H6B1
3804,Q9H6W3
3805,Q9H707
3806,Q9H7B4
3807,Q9H7E2
3808,Q9H7E2-3
3809,Q9H7L9
3810,Q9H7R5
3811,Q9H7S9
3812,Q9H7Z6
3814,Q9H8M2
3815,Q9H8N7
3816,Q9H930
3817,Q9H981
3818,Q9H9A7
3820,Q9H9T3
3822,Q9HAK2
3824,Q9HAZ2
3825,Q9HBE1
3826,Q9HBU1
3828,Q9HC52
3829,Q9HC62
3830,Q9HC78
3831,Q9HCC6
3832,Q9HCE1
